HOUSEHOLD_ID,IN_TPB,IN_BMC,HOME_STATE_FIPS,HOME_STATE_PUMA,AREA_TYPE,HOME_STATE_COUNTY_FIPS,HOME_TRACT_FIPS,HOME_TPB_TAZ,HOME_BMC_TAZ,HOME_TYPE,MPO_HOME_TYPE,HOME_OWNERSHIP,MPO_HOME_OWNERSHIP,HHSIZE,NUMSTUDENTS,NUMDRIVERS,NUMWORKERS,NUMDISABILITIES,NUMVEHICLE,NUMVEHICLE_TRANSPONDER,NUMBICYCLE,HH_INCOME_DETAILED,MPO_HH_INCOME_DETAILED,HH_INCOME_BROAD,MPO_HH_INCOME_BROAD,TDATE_STRING,TDATE_DOW,HHTRIPS,PACKAGE_DELIVERED,FOOD_DELIVERED,SERVICE_DELIVERED,WTHHFIN,HOME_OWNERSHIP_IMP,HH_INCOME_DETAILED_IMP,NUMDISABILITIES_IMP
170039030,1,1,24,24_01201,12,24003,740305,3042,475,2,-9,1,-9,4,1,3,2,0,3,3,2,5,-9,2,-9,2017-12-20,3,14,0,0,0,99.738376247,0,0,0
170039074,1,1,24,24_01003,1,24031,701211,720,2120,2,2,1,1,1,0,1,1,0,1,1,0,7,8,2,2,2017-10-26,4,4,0,0,0,57,0,0,0
170039085,1,1,24,24_00301,0,24021,752302,2942,2927,1,1,1,1,1,1,1,0,0,1,1,2,4,5,1,1,2018-01-26,5,4,0,0,0,182,0,0,0
170039099,1,0,51,51_51255,0,51510,201000,1571,-9,3,3,2,2,2,1,2,2,0,0,0,0,6,7,2,2,2017-11-03,5,6,0,0,0,86,0,0,0
170039104,1,0,51,51_01302,0,51013,103800,1514,-9,3,3,2,2,2,0,2,2,0,2,1,1,8,9,2,2,2017-11-07,2,10,0,1,0,295,0,0,0
170039129,1,1,24,24_01204,12,24003,706401,3101,551,1,-9,1,-9,2,0,2,2,0,2,1,2,7,-9,2,-9,2017-12-18,1,12,1,0,0,75.950841414,0,0,0
170039158,1,0,51,51_01302,4,51013,103402,1501,-9,3,5,2,2,2,0,2,2,0,2,1,1,7,8,2,2,2017-12-01,5,6,0,0,0,40,0,0,0
170039159,1,0,51,51_59301,1,51059,452000,1952,-9,1,1,1,1,3,1,3,2,0,3,0,1,8,10,2,2,2017-11-21,2,13,0,0,0,165,0,0,0
170039165,1,0,51,51_59303,0,51059,432401,2133,-9,1,1,1,1,4,2,2,2,0,2,1,2,7,8,2,2,2017-10-17,2,24,0,0,0,244,0,0,0
170039171,1,0,51,51_51120,0,51177,020201,3572,-9,1,1,1,1,2,0,2,2,0,3,2,0,5,6,2,2,2017-11-17,5,9,0,0,0,181,0,0,0
170039175,1,1,24,24_01004,1,24031,701216,685,2085,2,2,1,1,4,2,2,2,0,1,0,0,8,10,2,2,2018-01-24,3,10,1,0,0,93,0,0,0
170039188,1,0,51,51_59305,0,51059,461901,1802,-9,1,1,1,1,2,0,2,0,0,2,0,0,6,7,2,2,2017-12-11,1,6,0,0,0,164,0,1,0
170039193,1,0,51,51_59303,0,51059,431002,2138,-9,2,2,1,1,4,2,2,2,0,2,2,0,8,9,2,2,2018-01-08,1,10,0,0,0,244,0,0,0
170039208,1,1,24,24_01106,0,24033,800707,1259,2659,1,1,1,1,6,1,4,1,0,5,0,0,7,8,2,2,2017-11-15,3,13,1,0,0,550,0,0,0
170039232,1,0,51,51_01302,4,51013,103501,1492,-9,3,5,2,2,1,0,1,1,0,1,1,1,6,7,2,2,2017-11-20,1,8,0,0,0,31,0,0,0
170039242,1,1,24,24_01105,0,24033,800509,1243,2643,1,1,1,1,2,0,2,2,0,2,0,2,8,10,2,2,2017-12-07,4,4,0,0,0,156,0,0,0
170039245,1,0,51,51_10703,0,51107,611024,2286,-9,1,1,1,1,3,1,2,1,0,4,2,2,8,10,2,2,2017-12-04,1,13,1,0,1,184,0,0,0
170039267,1,0,51,51_51120,0,51177,020306,3595,-9,1,1,1,1,2,0,2,0,0,2,2,0,7,8,2,2,2017-10-19,4,14,0,0,0,181,0,0,0
170039285,1,0,51,51_01301,0,51013,101300,1409,-9,1,1,2,2,3,0,3,3,0,3,1,0,8,9,2,2,2017-11-07,2,17,0,0,0,343,0,0,0
170039305,1,1,11,11_00105,1,11001,011000,386,1785,3,4,1,1,3,0,2,2,0,1,1,2,8,10,2,2,2018-01-11,4,10,0,0,0,195,0,0,0
170039323,1,0,51,51_59303,0,51059,430101,2147,-9,1,1,1,1,2,0,2,0,0,2,1,0,7,8,2,2,2017-10-25,3,8,1,0,0,184,0,0,0
170039337,1,1,24,24_01202,13,24003,730100,3075,380,2,-9,1,-9,1,0,1,1,0,2,2,3,7,-9,2,-9,2017-12-18,1,4,0,0,0,238.84319772,0,0,0
170039340,1,0,24,24_01600,0,24017,851200,3220,-9,1,1,1,1,3,0,3,1,0,4,3,0,7,8,2,2,2018-01-02,2,11,1,0,0,155,0,0,0
170039343,1,0,51,51_10701,0,51107,611206,2359,-9,1,1,1,1,2,0,2,1,0,2,2,0,7,8,2,2,2018-01-03,3,3,0,0,0,121,0,0,0
170039350,1,0,24,24_01500,0,24009,860701,3297,-9,1,1,1,1,1,0,1,1,0,2,2,0,8,10,2,2,2018-01-10,3,2,0,0,0,156,0,0,0
170039359,1,1,24,24_01007,1,24031,701800,618,2018,1,1,1,1,2,0,2,2,0,3,2,2,8,9,2,2,2017-12-21,4,5,0,0,0,53,0,0,0
170039374,1,1,24,24_01007,1,24031,701800,618,2018,1,1,2,2,1,0,1,1,0,1,0,0,4,5,1,1,2017-12-06,3,3,0,0,0,53,0,0,0
170039436,1,0,51,51_51120,0,51177,020201,3573,-9,1,1,1,1,2,0,2,2,0,2,1,4,1,2,1,1,2018-01-08,1,8,1,0,0,182,0,0,0
170039445,1,1,11,11_00104,0,11001,009801,341,1740,3,5,2,2,1,0,1,1,0,1,0,0,5,6,2,2,2018-01-09,2,3,1,0,0,111,0,0,0
170039447,1,0,51,51_01302,3,51013,103300,1525,-9,3,5,2,2,1,0,1,1,0,0,0,0,4,5,1,1,2018-02-05,1,0,0,0,0,41,0,0,0
170039448,1,1,24,24_01007,1,24031,702601,625,2025,3,5,1,1,1,0,1,1,0,1,1,0,6,7,2,2,2017-10-24,2,6,0,0,0,108,0,0,0
170039490,1,0,51,51_59301,1,51059,451300,1947,-9,1,1,1,1,2,0,2,1,1,3,2,2,7,8,2,2,2017-12-01,5,11,1,0,0,69,0,0,0
170039521,1,1,24,24_00302,1,24021,750503,2838,2823,3,3,2,2,1,0,1,1,0,1,1,0,6,7,2,2,2018-01-12,5,6,0,0,0,72,0,0,0
170039548,1,1,24,24_01007,1,24031,702900,603,2003,1,1,1,1,2,0,2,2,0,2,2,3,8,9,2,2,2017-11-01,3,7,1,0,0,53,0,0,0
170039550,1,1,24,24_01203,13,24003,731307,3068,459,2,-9,1,-9,1,0,1,1,0,1,0,1,7,-9,2,-9,2017-10-23,1,5,1,0,0,217.44628903,0,0,0
170039566,1,1,24,24_01105,0,24033,800509,1246,2646,2,2,2,2,5,3,2,1,0,2,0,0,7,8,2,2,2017-10-19,4,36,0,0,0,344,0,0,0
170039570,1,1,24,24_00302,1,24021,750702,2923,2908,1,1,2,2,2,0,1,1,0,1,0,0,2,3,1,1,2017-10-20,5,7,0,0,0,52,0,0,1
170039594,1,1,24,24_01103,1,24033,804400,958,2358,1,1,1,1,1,0,1,1,0,2,0,5,7,8,2,2,2017-11-22,3,0,0,0,0,43,0,0,0
170039598,1,1,11,11_00105,0,11001,004001,151,1550,3,5,2,2,1,0,1,1,0,0,0,0,6,7,2,2,2018-01-12,5,4,0,0,0,150,0,0,0
170039608,1,0,51,51_51115,0,51179,010202,3469,-9,1,1,1,1,1,1,1,1,0,1,1,1,3,4,1,1,2018-01-02,2,0,1,0,0,204,0,0,0
170039612,1,0,51,51_01301,0,51013,100200,1424,-9,1,1,1,1,2,0,2,2,0,4,2,2,8,10,2,2,2017-10-12,4,6,0,0,0,181,0,0,0
170039621,1,1,24,24_01105,1,24033,800520,1222,2622,2,2,1,1,3,2,2,1,0,1,0,0,6,7,2,2,2017-10-18,3,10,0,0,0,100,0,0,0
170039634,1,1,24,24_01005,0,24031,704200,672,2072,3,3,2,2,2,0,2,2,0,1,1,2,7,8,2,2,2017-12-19,2,10,0,0,0,208,0,0,0
170039650,1,0,51,51_59303,1,51600,300200,1798,-9,1,1,1,1,3,0,3,1,0,4,4,2,8,10,2,2,2018-02-02,5,4,1,0,0,108,0,0,0
170039655,1,1,24,24_01001,0,24031,701306,504,1904,1,1,1,1,2,0,2,2,0,4,4,0,8,9,2,2,2017-10-26,4,11,0,0,0,189,0,0,0
170039657,1,1,11,11_00105,1,11001,005600,54,1453,3,5,2,2,1,0,1,1,0,0,0,1,6,7,2,2,2017-11-06,1,5,0,0,0,155,0,0,0
170039680,1,0,51,51_01301,5,51013,101701,1478,-9,3,5,2,2,2,0,2,2,0,1,1,0,7,8,2,2,2018-01-04,4,4,1,0,0,69,0,1,0
170039681,1,0,54,54_00400,0,54037,972300,3664,-9,1,1,1,1,1,0,1,0,0,1,0,0,6,7,2,2,2017-12-20,3,4,0,0,0,133,0,0,0
170039700,1,0,51,51_59309,1,51059,491701,1650,-9,3,5,2,2,1,0,1,1,0,1,0,0,7,8,2,2,2017-11-27,1,3,0,0,0,83,0,1,0
170039725,1,0,51,51_51120,0,51177,020205,3584,-9,1,1,1,1,1,0,1,1,0,1,0,0,6,7,2,2,2017-11-02,4,2,0,0,0,179,0,0,0
170039742,1,1,24,24_01203,13,24003,731201,3060,433,1,-9,1,-9,3,0,3,3,0,3,3,1,8,-9,2,-9,2018-01-03,3,7,0,0,0,323.62720577,0,0,0
170039745,1,1,11,11_00105,1,11001,003700,175,1574,3,4,2,2,3,0,2,3,0,1,0,0,5,6,2,2,2017-11-01,3,8,0,0,0,195,0,0,0
170039768,1,1,24,24_01101,1,24033,805801,918,2318,1,1,1,1,2,0,2,1,1,1,1,0,5,6,2,2,2017-10-18,3,4,0,0,0,34,0,0,0
170039778,1,1,11,11_00103,0,11001,009000,260,1659,3,3,1,1,2,0,2,2,0,3,2,1,8,10,2,2,2017-11-01,3,5,0,0,0,94,0,0,0
170039811,1,1,11,11_00105,1,11001,004702,201,1600,3,5,2,2,3,2,1,0,0,1,0,0,3,4,1,1,2018-01-02,2,4,0,0,0,195,0,0,0
170039824,1,1,24,24_00400,13,24013,505102,3269,1054,1,-9,1,-9,3,0,3,3,0,5,3,2,8,-9,2,-9,2017-11-29,3,4,0,0,0,378.73048298,-9,1,-9
170039827,1,0,51,51_10702,0,51107,611023,2304,-9,1,1,1,1,4,2,2,2,0,2,2,0,7,8,2,2,2017-10-18,3,10,0,1,0,202,0,0,0
170039844,1,1,24,24_01104,0,24033,802407,1071,2471,1,1,1,1,2,1,1,1,0,1,0,0,7,8,2,2,2017-12-11,1,7,0,0,0,189,0,0,0
170039851,1,0,51,51_59307,0,51059,482301,1768,-9,2,2,1,1,2,0,2,2,0,2,2,1,8,10,2,2,2018-01-02,2,4,0,0,0,161,0,0,0
170039888,1,1,24,24_00902,12,24027,606905,3009,1372,1,-9,1,-9,2,0,2,2,0,3,3,2,7,-9,2,-9,2017-12-11,1,4,1,0,0,49.212899937,0,0,0
170039900,1,1,24,24_01004,0,24031,705100,632,2032,1,1,1,1,2,0,2,2,0,2,0,3,6,7,2,2,2017-10-12,4,12,0,0,0,214,0,1,0
170039911,1,1,24,24_00302,0,24021,751201,2841,2826,1,1,1,1,4,2,2,2,0,3,1,2,8,10,2,2,2018-01-04,4,18,0,0,0,184,0,0,0
170039928,1,1,11,11_00105,0,11001,004801,191,1590,2,2,1,1,1,0,1,0,0,1,1,0,8,9,2,2,2017-12-11,1,3,0,0,0,129,0,0,0
170039944,1,0,51,51_01302,0,51013,102400,1533,-9,1,1,1,1,1,0,1,1,0,2,0,1,5,6,2,2,2018-01-10,3,6,1,1,0,136,0,1,0
170039946,1,0,51,51_59307,0,51059,480802,1738,-9,3,4,2,2,1,0,1,0,0,1,1,1,8,9,2,2,2017-12-12,2,0,0,0,0,290,0,0,0
170039952,1,1,24,24_01102,0,24033,800208,1198,2598,1,1,1,1,2,0,2,2,0,2,0,0,8,9,2,2,2017-12-13,3,9,0,0,0,136,0,1,0
170039971,1,1,24,24_00301,0,24021,775302,2820,2805,3,3,1,1,2,0,2,1,0,2,0,0,5,6,2,2,2017-12-08,5,12,0,0,0,135,0,0,0
170040004,1,1,24,24_01101,1,24033,805909,976,2376,1,1,1,1,2,0,2,1,0,2,0,0,3,4,1,1,2017-11-16,4,0,0,1,0,35,0,0,0
170040020,1,1,24,24_01004,0,24031,706008,768,2168,1,1,1,1,2,0,2,1,0,1,1,0,8,10,2,2,2017-10-18,3,4,1,0,0,214,0,0,0
170040034,1,0,51,51_01301,5,51013,101403,1415,-9,3,5,2,2,1,0,1,1,0,0,0,0,8,9,2,2,2017-10-19,4,5,0,0,0,78,0,0,0
170040043,1,1,24,24_01105,1,24033,800507,1219,2619,3,3,2,2,3,0,3,2,0,3,1,0,7,8,2,2,2017-12-13,3,4,1,0,1,155,0,0,0
170040045,1,1,24,24_01002,1,24031,700310,428,1828,1,1,1,1,1,0,1,1,0,1,1,0,3,4,1,1,2017-12-21,4,3,1,0,0,43,0,0,0
170040047,1,1,24,24_01101,1,24033,805908,973,2373,3,5,2,2,1,0,1,1,0,1,0,1,5,6,2,2,2018-01-08,1,2,0,0,0,65,0,0,0
170040056,1,1,11,11_00103,0,11001,006900,296,1695,2,2,1,1,3,1,2,2,0,1,1,4,8,10,2,2,2018-01-12,5,12,0,0,0,219,0,0,0
170040060,1,1,24,24_01203,13,24003,731201,3060,432,1,-9,1,-9,5,3,2,2,0,4,0,2,8,-9,2,-9,2017-11-16,4,11,0,0,0,560.54084149,-9,-9,-9
170040064,1,0,51,51_51245,0,51153,901408,2541,-9,3,3,2,2,1,0,1,1,0,1,0,0,5,6,2,2,2017-12-13,3,2,0,0,0,132,0,0,0
170040068,1,0,51,51_59305,1,51059,461601,1809,-9,3,5,2,2,3,2,1,0,0,1,1,0,6,7,2,2,2017-11-27,1,6,1,0,0,207,0,0,0
170040079,1,1,24,24_01102,0,24033,800105,861,2261,3,3,1,1,2,0,2,2,0,2,0,0,5,6,2,2,2017-11-07,2,11,0,0,0,193,0,0,0
170040097,1,1,24,24_01006,0,24031,701420,587,1987,1,1,1,1,3,1,3,3,0,4,0,1,7,8,2,2,2017-11-13,1,6,1,0,0,219,0,1,0
170040099,1,0,51,51_59307,0,51059,482001,1717,-9,1,1,1,1,2,0,2,0,0,2,1,0,7,8,2,2,2017-11-09,4,10,1,0,0,161,0,0,0
170040129,1,0,51,51_51246,1,51153,900410,2732,-9,3,4,2,2,4,3,2,1,0,2,0,0,5,6,2,2,2018-01-11,4,4,1,0,0,136,0,0,0
170040148,1,1,24,24_00901,13,24027,605505,3016,1327,1,-9,1,-9,2,0,2,1,0,2,1,2,8,-9,2,-9,2017-12-13,3,7,0,0,0,274.25294818,-9,-9,-9
170040164,1,1,11,11_00103,0,11001,009000,260,1659,3,3,1,1,1,0,1,0,0,1,1,0,5,6,2,2,2017-12-18,1,7,1,0,0,139,0,0,0
170040169,1,1,24,24_01105,1,24033,803521,1112,2512,2,2,1,1,1,1,1,1,0,1,1,0,6,7,2,2,2017-11-16,4,2,0,0,0,51,0,0,0
170040183,1,0,51,51_51255,0,51510,201801,1579,-9,3,5,2,2,2,0,2,0,0,2,1,2,5,6,2,2,2017-10-17,2,8,0,0,0,160,0,0,0
170040194,1,1,24,24_01203,13,24003,731102,3084,528,1,-9,1,-9,4,0,3,2,1,5,3,4,7,-9,2,-9,2017-11-14,2,15,1,0,0,392.93726973,-9,-9,1
170040204,1,1,11,11_00102,0,11001,002702,153,1552,2,2,1,1,4,3,2,2,0,1,0,1,8,10,2,2,2017-10-20,5,21,0,0,0,200,0,1,0
170040226,1,1,11,11_00101,0,11001,001302,148,1547,3,4,2,2,2,0,2,2,0,2,1,0,8,9,2,2,2018-01-08,1,2,0,0,0,104,0,0,0
170040228,1,0,51,51_51115,0,51630,000500,3438,-9,1,1,1,1,3,2,2,2,0,2,2,1,5,6,2,2,2017-10-30,1,13,1,0,0,192,0,0,0
170040238,0,0,51,51_51120,0,51177,020311,-9,-9,4,6,2,2,2,0,1,0,0,1,0,0,1,2,1,1,2017-10-16,1,6,0,0,0,181,0,0,0
170040248,1,0,51,51_59309,1,51059,491601,1663,-9,1,1,1,1,4,1,2,2,0,2,1,2,8,9,2,2,2017-12-11,1,2,1,0,0,141,0,1,0
170040263,1,0,51,51_01301,5,51013,102002,1535,-9,2,2,1,1,2,0,2,2,0,2,1,1,8,9,2,2,2017-10-25,3,10,0,0,0,58,0,0,0
170040276,1,1,24,24_01105,1,24033,800515,1224,2624,2,2,1,1,2,0,2,2,0,2,2,0,3,4,1,1,2017-12-20,3,4,1,0,0,51,0,1,0
170040280,1,0,24,24_01600,0,24017,851301,3206,-9,1,1,1,1,6,4,4,4,0,5,5,5,7,8,2,2,2017-12-14,4,19,0,0,0,348,0,0,0
170040309,1,1,24,24_01003,0,24031,700718,734,2134,2,2,1,1,2,0,1,2,0,2,2,1,7,8,2,2,2017-11-06,1,9,0,0,1,192,0,0,0
170040337,1,1,24,24_01102,0,24033,800410,1168,2568,1,1,1,1,2,0,2,0,1,1,0,0,6,7,2,2,2017-11-27,1,8,0,0,0,136,0,0,0
170040340,1,1,24,24_01005,0,24031,704100,672,2072,1,1,1,1,2,0,2,0,0,2,0,0,6,7,2,2,2017-11-16,4,4,0,0,0,163,0,0,0
170040349,1,0,51,51_59309,1,51059,491702,1647,-9,2,2,2,2,1,0,1,1,0,1,1,1,5,6,2,2,2017-12-06,3,2,0,0,0,82,0,0,0
170040359,1,0,51,51_59307,0,51059,481400,1767,-9,2,2,1,1,2,0,2,1,0,2,1,0,6,7,2,2,2017-11-01,3,8,0,0,0,161,0,0,1
170040374,1,1,24,24_01004,1,24031,701215,680,2080,3,5,2,2,1,0,1,1,0,1,0,0,5,6,2,2,2018-01-11,4,4,1,0,0,91,1,1,0
170040400,1,1,24,24_01006,0,24031,701503,573,1973,1,1,1,1,2,0,2,0,0,2,0,0,6,7,2,2,2017-12-21,4,2,0,0,0,163,0,0,0
170040402,1,1,24,24_01203,13,24003,702100,3055,514,1,-9,1,-9,2,1,2,0,0,2,2,0,8,-9,2,-9,2018-01-08,1,2,1,0,0,211.50988205,-9,-9,-9
170040447,1,1,11,11_00101,0,11001,001002,82,1481,3,5,1,1,1,0,1,1,0,0,0,1,5,6,2,2,2018-01-24,3,3,0,0,0,127,0,0,0
170040449,1,0,51,51_59306,0,51059,420202,2054,-9,2,2,2,2,2,0,1,1,1,1,1,0,7,8,2,2,2018-01-16,2,8,0,0,1,180,0,0,0
170040457,1,0,54,54_00400,0,54037,972201,3668,-9,1,1,1,1,2,0,2,1,0,2,2,2,6,7,2,2,2017-12-13,3,6,0,0,0,102,0,0,0
170040471,1,1,24,24_01004,1,24031,704700,661,2061,1,1,1,1,2,0,2,1,0,2,0,0,8,10,2,2,2017-11-03,5,10,0,0,1,68,0,0,0
170040472,1,0,51,51_59302,1,51059,420501,2063,-9,3,5,1,1,3,1,2,1,0,1,0,1,7,8,2,2,2018-01-03,3,0,0,0,0,204,0,0,0
170040476,1,0,51,51_01302,0,51013,102003,1534,-9,1,1,1,1,2,0,2,0,0,1,1,0,8,10,2,2,2017-12-01,5,5,1,0,0,173,0,0,0
170040517,1,1,24,24_01005,0,24031,703219,539,1939,3,5,1,1,1,0,1,0,0,1,1,0,7,8,2,2,2017-12-01,5,4,0,0,0,236,0,0,0
170040528,1,1,24,24_01102,0,24033,800209,1205,2605,3,5,2,2,2,1,1,1,0,1,0,0,4,5,1,1,2017-10-12,4,10,0,0,0,193,0,0,0
170040546,1,1,24,24_01201,13,24003,740702,3044,486,2,-9,1,-9,1,0,1,1,0,1,1,0,7,-9,2,-9,2017-11-22,3,1,1,0,0,209.06949777,0,0,0
170040548,1,1,11,11_00101,0,11001,000801,84,1483,3,5,1,1,2,0,1,0,0,1,0,0,5,6,2,2,2017-12-18,1,0,1,0,0,104,0,0,0
170040556,1,1,24,24_01202,13,24003,750202,3078,335,2,-9,2,-9,2,0,2,0,0,1,0,2,4,-9,1,-9,2017-11-14,2,6,0,0,0,274.63928634,-9,1,-9
170040572,1,1,11,11_00105,0,11001,005201,41,1440,3,5,2,2,1,0,1,1,0,1,1,0,6,7,2,2,2017-10-18,3,12,0,0,0,150,0,0,0
170040605,1,0,51,51_59307,0,51059,480901,1706,-9,1,1,1,1,2,0,2,0,0,2,2,2,7,8,2,2,2018-01-03,3,14,0,0,0,161,0,0,0
170040619,1,0,51,51_59307,1,51059,481201,1745,-9,1,1,1,1,1,0,1,1,0,1,1,1,5,6,2,2,2017-11-29,3,0,1,0,0,88,0,0,0
170040621,1,1,24,24_01003,1,24031,700904,695,2095,2,2,2,2,2,0,2,2,0,2,2,4,8,10,2,2,2017-11-30,4,12,1,0,0,56,0,0,0
170040660,1,0,51,51_51246,0,51153,901209,2746,-9,1,1,1,1,4,2,3,3,0,2,2,0,8,9,2,2,2017-10-16,1,15,1,0,0,308,0,0,0
170040661,1,1,24,24_01203,13,24003,731105,3085,527,1,-9,1,-9,1,0,1,1,0,1,1,0,5,-9,2,-9,2017-12-19,2,6,1,0,0,218.63940457,-9,1,-9
170040673,1,0,51,51_01301,5,51013,101404,1458,-9,3,5,2,2,2,0,2,2,0,1,1,2,8,9,2,2,2018-01-08,1,7,0,0,0,68,1,1,0
170040682,1,1,11,11_00102,0,11001,002501,132,1531,2,2,1,1,2,0,2,2,0,1,1,4,8,9,2,2,2018-01-02,2,4,0,0,0,94,0,0,0
170040685,1,0,51,51_59307,0,51059,480505,1734,-9,2,2,3,4,1,0,1,1,0,1,1,2,2,3,1,1,2017-10-19,4,7,0,0,0,152,0,0,0
170040691,1,0,24,24_01600,0,24017,850904,3168,-9,1,1,1,1,4,0,2,2,2,2,0,1,6,7,2,2,2017-12-19,2,2,0,0,0,232,0,0,0
170040704,1,1,24,24_01004,0,24031,705000,669,2069,1,1,1,1,2,0,2,0,0,2,0,0,6,7,2,2,2017-11-07,2,10,0,0,0,213,0,0,0
170040708,1,0,51,51_10702,0,51107,611019,2303,-9,1,1,1,1,3,0,3,1,0,3,3,0,6,7,2,2,2017-11-15,3,16,1,0,0,167,0,1,0
170040726,1,1,24,24_01201,13,24003,740900,3045,485,1,-9,1,-9,5,3,2,1,0,2,1,1,6,-9,2,-9,2017-10-30,1,29,0,0,0,536.00581486,0,0,0
170040735,1,1,24,24_01004,1,24031,705602,639,2039,3,5,1,1,1,0,1,0,0,1,1,0,5,6,2,2,2017-10-23,1,4,0,0,0,91,0,0,0
170040745,1,0,51,51_51255,0,51510,200107,1565,-9,3,3,1,1,1,0,1,1,0,1,0,0,5,6,2,2,2017-12-04,1,4,0,0,0,136,0,0,0
170040766,1,1,11,11_00105,0,11001,005002,193,1592,3,4,2,2,1,0,1,1,0,0,0,0,5,6,2,2,2017-11-28,2,2,0,0,0,150,0,0,0
170040767,1,1,24,24_01001,0,24031,701316,498,1898,1,1,1,1,2,0,2,0,0,3,1,3,8,10,2,2,2017-12-12,2,8,1,0,0,190,0,0,0
170040799,1,0,51,51_01301,0,51013,100100,1439,-9,2,2,1,1,2,0,2,2,0,3,1,2,8,10,2,2,2017-12-15,5,13,1,0,0,182,0,0,0
170040822,1,1,24,24_01007,1,24031,702800,627,2027,1,1,1,1,2,0,2,2,0,1,1,2,8,10,2,2,2018-01-12,5,10,1,0,0,54,0,0,0
170040885,1,0,51,51_51255,0,51510,200900,1569,-9,1,1,1,1,4,2,2,2,0,2,1,2,8,10,2,2,2017-11-07,2,18,1,0,1,144,0,0,0
170040902,1,0,24,24_01600,0,24017,851301,3218,-9,1,1,1,1,1,0,1,0,0,1,0,0,5,6,2,2,2017-10-18,3,3,0,0,0,138,0,0,0
170040923,1,1,24,24_00301,0,24021,752204,2911,2896,1,1,2,2,2,0,2,2,0,2,2,0,7,8,2,2,2017-11-20,1,9,0,0,0,135,0,0,0
170040926,1,0,51,51_59309,1,51059,491801,1649,-9,3,4,1,1,1,0,1,0,0,1,1,0,4,5,1,1,2017-12-11,1,6,0,0,0,83,0,0,0
170040958,1,1,24,24_01005,0,24031,703201,545,1945,1,1,1,1,1,0,1,0,0,2,0,1,7,8,2,2,2017-10-25,3,5,0,0,1,185,0,1,0
170041006,1,1,24,24_01103,1,24033,803612,1003,2403,1,1,1,1,3,1,1,0,0,1,0,0,2,3,1,1,2017-11-02,4,15,0,0,0,81,1,0,0
170041010,1,0,51,51_59301,0,51059,451602,1908,-9,1,1,1,1,2,0,2,1,0,2,1,0,7,8,2,2,2017-11-20,1,13,0,0,0,137,0,0,0
170041012,1,0,51,51_59308,0,51059,480100,1897,-9,1,1,1,1,1,0,1,1,0,1,1,0,7,8,2,2,2018-01-26,5,4,1,0,0,174,0,0,0
170041015,1,1,24,24_01001,0,24031,700208,497,1897,1,1,1,1,1,0,1,1,0,1,1,2,8,10,2,2,2017-11-30,4,8,0,0,0,237,0,1,0
170041028,1,0,51,51_01302,3,51013,103200,1525,-9,3,5,2,2,3,1,1,0,2,0,0,0,4,5,1,1,2017-12-12,2,2,0,0,0,76,0,0,0
170041063,1,1,24,24_01203,13,24003,731203,3060,437,1,-9,1,-9,5,3,2,2,0,2,2,0,8,-9,2,-9,2017-10-11,3,24,0,0,1,560.54084149,-9,-9,-9
170041068,1,1,24,24_01201,13,24003,740800,3048,482,1,-9,1,-9,4,2,2,2,0,3,3,2,8,-9,2,-9,2018-02-01,4,16,0,0,0,375.73829749,0,0,0
170041109,1,0,51,51_59303,0,51059,440702,1980,-9,1,1,1,1,2,0,2,2,0,2,2,2,7,8,2,2,2017-11-15,3,9,0,0,0,185,0,0,0
170041132,1,1,24,24_01203,13,24003,731102,3084,529,2,-9,1,-9,4,0,2,1,0,2,2,3,7,-9,2,-9,2017-11-01,3,0,0,0,0,390.79301049,0,0,0
170041138,1,1,11,11_00105,0,11001,005002,187,1586,3,3,1,1,1,0,1,1,0,0,0,0,8,9,2,2,2017-11-01,3,4,1,0,0,150,0,0,0
170041171,1,0,51,51_51120,0,51177,020111,3549,-9,1,1,1,1,2,0,2,2,0,2,0,2,6,7,2,2,2018-01-02,2,12,0,0,0,182,0,0,0
170041177,1,0,24,24_01600,0,24017,850902,3187,-9,1,1,1,1,1,0,1,1,0,1,0,0,6,7,2,2,2018-01-02,2,4,1,0,1,138,0,0,0
170041182,1,0,51,51_59305,1,51059,460501,1851,-9,1,1,1,1,3,1,2,2,0,2,2,1,8,10,2,2,2017-12-13,3,16,0,0,0,171,0,0,0
170041201,1,0,51,51_59305,0,51059,461201,1780,-9,1,1,1,1,2,0,2,2,0,2,2,3,8,10,2,2,2017-12-15,5,9,1,0,0,163,0,0,0
170041221,1,1,11,11_00103,1,11001,009504,227,1626,2,2,1,1,2,0,2,2,0,2,0,2,5,6,2,2,2017-10-19,4,18,1,0,1,95,0,0,0
170041293,1,0,51,51_10703,0,51107,610101,2207,-9,1,1,1,1,3,1,3,2,0,4,1,2,7,8,2,2,2017-10-17,2,5,1,0,0,184,0,0,0
170041297,1,0,51,51_59307,0,51059,482002,1733,-9,3,3,2,2,1,0,1,0,0,1,1,0,3,4,1,1,2017-11-17,5,5,1,0,0,290,0,0,0
170041330,1,1,24,24_01003,0,24031,700711,523,1923,2,2,3,4,3,1,3,1,0,1,0,1,2,3,1,1,2018-01-16,2,8,0,0,0,260,0,0,0
170041332,1,1,24,24_01001,0,24031,700101,493,1893,1,1,1,1,3,1,2,2,0,3,3,2,8,10,2,2,2018-01-03,3,9,1,0,0,320,0,0,0
