HOUSEHOLD_ID,IN_TPB,IN_BMC,HOME_STATE_FIPS,HOME_STATE_PUMA,AREA_TYPE,HOME_STATE_COUNTY_FIPS,HOME_TRACT_FIPS,HOME_TPB_TAZ,HOME_BMC_TAZ,HOME_TYPE,MPO_HOME_TYPE,HOME_OWNERSHIP,MPO_HOME_OWNERSHIP,HHSIZE,NUMSTUDENTS,NUMDRIVERS,NUMWORKERS,NUMDISABILITIES,NUMVEHICLE,NUMVEHICLE_TRANSPONDER,NUMBICYCLE,HH_INCOME_DETAILED,MPO_HH_INCOME_DETAILED,HH_INCOME_BROAD,MPO_HH_INCOME_BROAD,TDATE_STRING,TDATE_DOW,HHTRIPS,PACKAGE_DELIVERED,FOOD_DELIVERED,SERVICE_DELIVERED,WTHHFIN,HOME_OWNERSHIP_IMP,HH_INCOME_DETAILED_IMP,NUMDISABILITIES_IMP
140000415,1,1,24,24_01201,12,24003,702205,3019,492,2,-9,1,-9,1,0,1,0,0,1,0,0,7,-9,2,-9,2018-07-31,2,9,0,0,0,51.382581694,-9,-9,-9
140000416,1,1,24,24_01201,12,24003,702205,3019,492,2,-9,1,-9,2,0,2,2,0,2,2,2,8,-9,2,-9,2018-07-25,3,11,0,0,0,49.707068196,-9,-9,-9
140000435,1,1,24,24_01201,12,24003,702205,3019,492,2,-9,1,-9,2,0,2,2,0,1,0,2,7,-9,2,-9,2018-07-11,3,3,0,0,0,49.707068196,-9,-9,-9
140000449,1,1,24,24_01201,12,24003,702205,3019,492,3,-9,1,-9,1,0,1,1,0,1,0,1,7,-9,2,-9,2018-06-08,5,0,1,0,0,51.382581694,-9,-9,-9
140000450,1,1,24,24_01201,12,24003,702205,3019,492,3,-9,1,-9,2,0,2,2,0,3,3,0,7,-9,2,-9,2018-06-14,4,12,0,0,0,49.707068196,-9,-9,-9
140000456,1,1,24,24_01201,12,24003,702205,3019,492,3,-9,1,-9,1,0,1,1,0,1,1,1,7,-9,2,-9,2018-09-11,2,4,0,0,0,51.382581694,-9,-9,-9
140000471,1,1,24,24_01201,13,24003,702206,3051,501,1,-9,1,-9,2,0,2,2,0,2,2,0,8,-9,2,-9,2018-08-02,4,13,0,0,0,81.130041015,-9,-9,-9
140000475,1,1,24,24_01201,13,24003,702206,3051,500,2,-9,2,-9,2,0,2,2,0,2,0,0,7,-9,2,-9,2018-05-22,2,7,0,0,0,81.130041015,-9,-9,-9
140000476,1,1,24,24_01201,13,24003,702206,3051,500,2,-9,2,-9,2,1,1,0,0,1,0,1,1,-9,1,-9,2018-07-26,4,4,0,0,0,116.57515462,-9,-9,-9
140000481,1,1,24,24_01201,12,24003,702206,3051,500,2,-9,1,-9,2,0,2,0,1,1,0,0,5,-9,2,-9,2018-07-18,3,7,0,0,0,49.707068196,-9,-9,-9
140000512,1,1,24,24_01201,13,24003,702208,3051,497,2,-9,1,-9,1,0,1,0,0,1,1,0,3,-9,1,-9,2018-10-03,3,7,0,0,0,83.864752268,-9,-9,-9
140000523,1,1,24,24_01201,13,24003,702208,3051,497,3,-9,1,-9,2,0,2,2,0,1,1,0,5,-9,2,-9,2018-07-26,4,6,1,0,0,81.130041015,-9,-9,-9
140000535,1,1,24,24_01201,13,24003,702209,3051,499,1,-9,1,-9,3,0,1,1,0,1,1,3,8,-9,2,-9,2018-07-20,5,13,1,0,0,124.8166412,-9,-9,-9
140000537,1,1,24,24_01201,13,24003,702209,3051,499,1,-9,1,-9,2,0,2,0,0,2,2,2,7,-9,2,-9,2018-05-22,2,4,0,0,0,81.130041015,-9,-9,-9
140000549,1,1,24,24_01204,13,24003,702402,3096,513,3,-9,2,-9,1,0,0,1,1,0,0,0,1,-9,1,-9,2019-05-17,5,4,0,0,0,113.10313981,-9,-9,-9
140000551,1,1,24,24_01204,13,24003,702402,3096,513,3,-9,2,-9,5,3,2,1,1,3,1,0,8,-9,2,-9,2018-05-09,3,6,1,0,0,224.39264774,-9,-9,-9
140000566,1,1,24,24_01204,13,24003,702402,3096,512,1,-9,1,-9,3,1,2,2,0,2,1,2,7,-9,2,-9,2018-05-09,3,12,0,0,0,196.07852517,-9,-9,-9
140000572,1,1,24,24_01204,11,24003,702402,3096,512,1,-9,1,-9,1,0,1,1,0,1,1,0,6,-9,2,-9,2018-05-07,1,7,0,0,1,38.761563191,-9,-9,-9
140000578,1,1,24,24_01204,11,24003,702402,3096,512,1,-9,1,-9,1,0,1,1,0,1,1,1,8,-9,2,-9,2018-05-21,1,0,0,0,0,38.761563191,-9,-9,-9
140000581,1,1,24,24_01204,11,24003,702402,3096,512,1,-9,1,-9,1,0,1,1,0,2,1,1,7,-9,2,-9,2018-06-15,5,3,0,0,0,38.761563191,-9,-9,-9
140000594,1,1,24,24_01204,11,24003,702402,3096,512,2,-9,1,-9,4,0,2,2,0,1,0,4,7,-9,2,-9,2018-08-22,3,12,0,0,0,69.662021083,-9,-9,-9
140000598,1,1,24,24_01204,11,24003,702402,3096,512,2,-9,1,-9,2,0,2,2,0,2,2,0,8,-9,2,-9,2018-07-19,4,11,0,0,1,37.497603302,-9,-9,-9
140000599,1,1,24,24_01204,11,24003,702402,3096,512,2,-9,1,-9,4,0,2,2,0,3,3,0,8,-9,2,-9,2018-09-11,2,2,0,0,0,69.662021083,-9,-9,-9
